Model,MSO2024
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.004,
Sample Interval,3.2e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH4,CH4 Peak Detect
-1.70032e-02,1.24,1.24
-1.70029e-02,1.2,1.16
-1.70026e-02,1.24,1.24
-1.70022e-02,1.2,1.16
-1.70019e-02,1.2,1.24
-1.70016e-02,1.2,1.16
-1.70013e-02,1.2,1.24
-1.70010e-02,1.2,1.16
-1.70006e-02,1.2,1.24
-1.70003e-02,1.2,1.16
-1.70000e-02,1.2,1.24
-1.69997e-02,1.2,1.16
-1.69994e-02,1.2,1.24
-1.69990e-02,1.24,1.16
-1.69987e-02,1.2,1.24
-1.69984e-02,1.2,1.16
-1.69981e-02,1.2,1.24
-1.69978e-02,1.2,1.16
-1.69974e-02,1.2,1.24
-1.69971e-02,1.24,1.16
-1.69968e-02,1.2,1.24
-1.69965e-02,1.2,1.16
-1.69962e-02,1.24,1.24
-1.69958e-02,1.24,1.16
-1.69955e-02,1.24,1.24
-1.69952e-02,1.24,1.16
-1.69949e-02,1.2,1.24
-1.69946e-02,1.2,1.16
-1.69942e-02,1.2,1.24
-1.69939e-02,1.2,1.16
-1.69936e-02,1.2,1.24
-1.69933e-02,1.2,1.16
-1.69930e-02,1.2,1.24
-1.69926e-02,1.24,1.16
-1.69923e-02,1.16,1.24
-1.69920e-02,1.2,1.16
-1.69917e-02,1.24,1.24
-1.69914e-02,1.2,1.16
-1.69910e-02,1.2,1.24
-1.69907e-02,1.2,1.16
-1.69904e-02,1.2,1.24
-1.69901e-02,1.2,1.16
-1.69898e-02,1.2,1.24
-1.69894e-02,1.2,1.16
-1.69891e-02,1.2,1.24
-1.69888e-02,1.2,1.16
-1.69885e-02,1.16,1.24
-1.69882e-02,1.24,1.16
-1.69878e-02,1.2,1.24
-1.69875e-02,1.24,1.16
-1.69872e-02,1.2,1.24
-1.69869e-02,1.2,1.16
-1.69866e-02,1.2,1.24
-1.69862e-02,1.2,1.16
-1.69859e-02,1.2,1.24
-1.69856e-02,1.2,1.16
-1.69853e-02,1.2,1.24
-1.69850e-02,1.2,1.16
-1.69846e-02,1.2,1.24
-1.69843e-02,1.2,1.16
-1.69840e-02,1.2,1.24
-1.69837e-02,1.2,1.16
-1.69834e-02,1.2,1.24
-1.69830e-02,1.2,1.16
-1.69827e-02,1.2,1.24
-1.69824e-02,1.2,1.16
-1.69821e-02,1.2,1.24
-1.69818e-02,1.2,1.16
-1.69814e-02,1.2,1.24
-1.69811e-02,1.2,1.16
-1.69808e-02,1.2,1.24
-1.69805e-02,1.2,1.16
-1.69802e-02,1.2,1.24
-1.69798e-02,1.2,1.16
-1.69795e-02,1.2,1.24
-1.69792e-02,1.2,1.16
-1.69789e-02,1.2,1.24
-1.69786e-02,1.2,1.16
-1.69782e-02,1.2,1.24
-1.69779e-02,1.2,1.12
-1.69776e-02,1.2,1.24
-1.69773e-02,1.24,1.16
-1.69770e-02,1.2,1.24
-1.69766e-02,1.2,1.16
-1.69763e-02,1.2,1.24
-1.69760e-02,1.2,1.16
-1.69757e-02,1.2,1.24
-1.69754e-02,1.2,1.16
-1.69750e-02,1.2,1.24
-1.69747e-02,1.2,1.16
-1.69744e-02,1.2,1.24
-1.69741e-02,1.2,1.16
-1.69738e-02,1.2,1.24
-1.69734e-02,1.2,1.16
-1.69731e-02,1.2,1.24
-1.69728e-02,1.2,1.16
-1.69725e-02,1.2,1.24
-1.69722e-02,1.2,1.16
-1.69718e-02,1.2,1.24
-1.69715e-02,1.2,1.12
-1.69712e-02,1.2,1.24
-1.69709e-02,1.2,1.12
-1.69706e-02,1.2,1.24
-1.69702e-02,1.2,1.16
-1.69699e-02,1.2,1.24
-1.69696e-02,1.2,1.12
-1.69693e-02,1.2,1.24
-1.69690e-02,1.2,1.16
-1.69686e-02,1.16,1.24
-1.69683e-02,1.2,1.16
-1.69680e-02,1.2,1.24
-1.69677e-02,1.2,1.16
-1.69674e-02,1.2,1.24
-1.69670e-02,1.16,1.16
-1.69667e-02,1.2,1.24
-1.69664e-02,1.2,1.16
-1.69661e-02,1.2,1.24
-1.69658e-02,1.2,1.12
-1.69654e-02,1.2,1.24
-1.69651e-02,1.16,1.16
-1.69648e-02,1.2,1.24
-1.69645e-02,1.2,1.16
-1.69642e-02,1.2,1.24
-1.69638e-02,1.2,1.16
-1.69635e-02,1.2,1.24
-1.69632e-02,1.2,1.12
-1.69629e-02,1.2,1.24
-1.69626e-02,1.2,1.16
-1.69622e-02,1.16,1.24
-1.69619e-02,1.2,1.16
-1.69616e-02,1.2,1.24
-1.69613e-02,1.2,1.16
-1.69610e-02,1.2,1.24
-1.69606e-02,1.2,1.16
-1.69603e-02,1.2,1.24
-1.69600e-02,1.2,1.16
-1.69597e-02,1.16,1.2
-1.69594e-02,1.16,1.12
-1.69590e-02,1.2,1.24
-1.69587e-02,1.2,1.12
-1.69584e-02,1.2,1.24
-1.69581e-02,1.2,1.16
-1.69578e-02,1.2,1.24
-1.69574e-02,1.16,1.16
-1.69571e-02,1.2,1.24
-1.69568e-02,1.16,1.12
-1.69565e-02,1.16,1.2
-1.69562e-02,1.2,1.12
-1.69558e-02,1.2,1.2
-1.69555e-02,1.2,1.12
-1.69552e-02,1.2,1.2
-1.69549e-02,1.2,1.12
-1.69546e-02,1.16,1.24
-1.69542e-02,1.16,1.12
-1.69539e-02,1.16,1.2
-1.69536e-02,1.2,1.12
-1.69533e-02,1.2,1.24
-1.69530e-02,1.2,1.12
-1.69526e-02,1.16,1.2
-1.69523e-02,1.16,1.12
-1.69520e-02,1.16,1.24
-1.69517e-02,1.16,1.12
-1.69514e-02,1.2,1.2
-1.69510e-02,1.2,1.12
-1.69507e-02,1.16,1.2
-1.69504e-02,1.16,1.16
-1.69501e-02,1.2,1.2
-1.69498e-02,1.2,1.12
-1.69494e-02,1.2,1.2
-1.69491e-02,1.2,1.16
-1.69488e-02,1.16,1.2
-1.69485e-02,1.16,1.12
-1.69482e-02,1.16,1.24
-1.69478e-02,1.2,1.12
-1.69475e-02,1.2,1.24
-1.69472e-02,1.16,1.12
-1.69469e-02,1.16,1.2
-1.69466e-02,1.2,1.12
-1.69462e-02,1.16,1.2
-1.69459e-02,1.16,1.12
-1.69456e-02,1.2,1.2
-1.69453e-02,1.2,1.12
-1.69450e-02,1.16,1.2
-1.69446e-02,1.16,1.12
-1.69443e-02,1.16,1.2
-1.69440e-02,1.16,1.12
-1.69437e-02,1.16,1.2
-1.69434e-02,1.16,1.12
-1.69430e-02,1.16,1.2
-1.69427e-02,1.16,1.12
-1.69424e-02,1.16,1.2
-1.69421e-02,1.2,1.12
-1.69418e-02,1.16,1.2
-1.69414e-02,1.16,1.12
-1.69411e-02,1.2,1.2
-1.69408e-02,1.16,1.12
-1.69405e-02,1.2,1.2
-1.69402e-02,1.16,1.12
-1.69398e-02,1.16,1.2
-1.69395e-02,1.16,1.12
-1.69392e-02,1.16,1.2
-1.69389e-02,1.16,1.12
-1.69386e-02,1.16,1.2
-1.69382e-02,1.2,1.12
-1.69379e-02,1.16,1.2
-1.69376e-02,1.16,1.12
-1.69373e-02,1.16,1.2
-1.69370e-02,1.2,1.12
-1.69366e-02,1.16,1.2
-1.69363e-02,1.16,1.12
-1.69360e-02,1.16,1.2
-1.69357e-02,1.16,1.12
-1.69354e-02,1.16,1.2
-1.69350e-02,1.16,1.12
-1.69347e-02,1.16,1.2
-1.69344e-02,1.2,1.12
-1.69341e-02,1.16,1.24
-1.69338e-02,1.16,1.12
-1.69334e-02,1.16,1.2
-1.69331e-02,1.16,1.12
-1.69328e-02,1.2,1.2
-1.69325e-02,1.16,1.12
-1.69322e-02,1.16,1.2
-1.69318e-02,1.16,1.12
-1.69315e-02,1.16,1.2
-1.69312e-02,1.16,1.12
-1.69309e-02,1.16,1.2
-1.69306e-02,1.16,1.12
-1.69302e-02,1.16,1.2
-1.69299e-02,1.16,1.12
-1.69296e-02,1.16,1.2
-1.69293e-02,1.16,1.12
-1.69290e-02,1.16,1.2
-1.69286e-02,1.16,1.12
-1.69283e-02,1.2,1.2
-1.69280e-02,1.16,1.12
-1.69277e-02,1.16,1.2
-1.69274e-02,1.16,1.12
-1.69270e-02,1.16,1.2
-1.69267e-02,1.16,1.08
-1.69264e-02,1.12,1.2
-1.69261e-02,1.16,1.12
-1.69258e-02,1.16,1.2
-1.69254e-02,1.2,1.08
-1.69251e-02,1.16,1.2
-1.69248e-02,1.16,1.12
-1.69245e-02,1.16,1.2
-1.69242e-02,1.16,1.12
-1.69238e-02,1.16,1.2
-1.69235e-02,1.16,1.12
-1.69232e-02,1.2,1.2
-1.69229e-02,1.16,1.08
-1.69226e-02,1.16,1.2
-1.69222e-02,1.2,1.12
-1.69219e-02,1.16,1.2
-1.69216e-02,1.16,1.12
-1.69213e-02,1.16,1.2
-1.69210e-02,1.16,1.12
-1.69206e-02,1.16,1.2
-1.69203e-02,1.16,1.12
-1.69200e-02,1.16,1.2
-1.69197e-02,1.16,1.12
-1.69194e-02,1.16,1.2
-1.69190e-02,1.16,1.08
-1.69187e-02,1.16,1.2
-1.69184e-02,1.16,1.12
-1.69181e-02,1.16,1.2
-1.69178e-02,1.16,1.12
-1.69174e-02,1.16,1.2
-1.69171e-02,1.16,1.12
-1.69168e-02,1.16,1.2
-1.69165e-02,1.16,1.08
-1.69162e-02,1.12,1.2
-1.69158e-02,1.16,1.12
-1.69155e-02,1.16,1.2
-1.69152e-02,1.16,1.12
-1.69149e-02,1.16,1.2
-1.69146e-02,1.16,1.12
-1.69142e-02,1.12,1.2
-1.69139e-02,1.12,1.12
-1.69136e-02,1.16,1.2
-1.69133e-02,1.16,1.12
-1.69130e-02,1.12,1.2
-1.69126e-02,1.16,1.12
-1.69123e-02,1.16,1.2
-1.69120e-02,1.16,1.12
-1.69117e-02,1.16,1.2
-1.69114e-02,1.16,1.08
-1.69110e-02,1.12,1.2
-1.69107e-02,1.16,1.12
-1.69104e-02,1.16,1.2
-1.69101e-02,1.16,1.12
-1.69098e-02,1.12,1.2
-1.69094e-02,1.16,1.12
-1.69091e-02,1.16,1.2
-1.69088e-02,1.16,1.12
-1.69085e-02,1.12,1.2
-1.69082e-02,1.16,1.08
-1.69078e-02,1.16,1.16
-1.69075e-02,1.12,1.08
-1.69072e-02,1.16,1.2
-1.69069e-02,1.16,1.08
-1.69066e-02,1.16,1.2
-1.69062e-02,1.12,1.12
-1.69059e-02,1.16,1.2
-1.69056e-02,1.12,1.08
-1.69053e-02,1.16,1.2
-1.69050e-02,1.16,1.08
-1.69046e-02,1.12,1.2
-1.69043e-02,1.12,1.08
-1.69040e-02,1.12,1.2
-1.69037e-02,1.12,1.08
-1.69034e-02,1.12,1.16
-1.69030e-02,1.16,1.12
-1.69027e-02,1.16,1.2
-1.69024e-02,1.16,1.08
-1.69021e-02,1.16,1.16
-1.69018e-02,1.12,1.08
-1.69014e-02,1.16,1.2
-1.69011e-02,1.12,1.08
-1.69008e-02,1.16,1.16
-1.69005e-02,1.12,1.08
-1.69002e-02,1.12,1.16
-1.68998e-02,1.12,1.08
-1.68995e-02,1.16,1.2
-1.68992e-02,1.16,1.08
-1.68989e-02,1.16,1.16
-1.68986e-02,1.16,1.08
-1.68982e-02,1.12,1.16
-1.68979e-02,1.12,1.08
-1.68976e-02,1.12,1.16
-1.68973e-02,1.16,1.08
-1.68970e-02,1.16,1.16
-1.68966e-02,1.12,1.08
-1.68963e-02,1.12,1.16
-1.68960e-02,1.12,1.08
-1.68957e-02,1.12,1.16
-1.68954e-02,1.12,1.08
-1.68950e-02,1.16,1.16
-1.68947e-02,1.12,1.08
-1.68944e-02,1.16,1.16
-1.68941e-02,1.16,1.08
-1.68938e-02,1.12,1.16
-1.68934e-02,1.12,1.08
-1.68931e-02,1.12,1.16
-1.68928e-02,1.12,1.08
-1.68925e-02,1.12,1.16
-1.68922e-02,1.16,1.08
-1.68918e-02,1.12,1.16
-1.68915e-02,1.12,1.08
-1.68912e-02,1.12,1.16
-1.68909e-02,1.12,1.08
-1.68906e-02,1.16,1.16
-1.68902e-02,1.12,1.08
-1.68899e-02,1.16,1.16
-1.68896e-02,1.12,1.08
-1.68893e-02,1.12,1.16
-1.68890e-02,1.12,1.08
-1.68886e-02,1.16,1.16
-1.68883e-02,1.12,1.08
-1.68880e-02,1.12,1.16
-1.68877e-02,1.12,1.08
-1.68874e-02,1.12,1.16
-1.68870e-02,1.12,1.08
-1.68867e-02,1.12,1.16
-1.68864e-02,1.12,1.08
-1.68861e-02,1.12,1.16
-1.68858e-02,1.12,1.08
-1.68854e-02,1.12,1.16
-1.68851e-02,1.12,1.08
-1.68848e-02,1.12,1.16
-1.68845e-02,1.12,1.08
-1.68842e-02,1.16,1.16
-1.68838e-02,1.12,1.08
-1.68835e-02,1.16,1.16
-1.68832e-02,1.12,1.08
-1.68829e-02,1.12,1.16
-1.68826e-02,1.12,1.08
-1.68822e-02,1.12,1.16
-1.68819e-02,1.12,1.08
-1.68816e-02,1.16,1.16
-1.68813e-02,1.12,1.08
-1.68810e-02,1.12,1.16
-1.68806e-02,1.12,1.08
-1.68803e-02,1.12,1.16
-1.68800e-02,1.12,1.08
-1.68797e-02,1.12,1.16
-1.68794e-02,1.12,1.08
-1.68790e-02,1.12,1.16
-1.68787e-02,1.12,1.08
-1.68784e-02,1.12,1.16
-1.68781e-02,1.12,1.08
-1.68778e-02,1.12,1.16
-1.68774e-02,1.12,1.08
-1.68771e-02,1.12,1.16
-1.68768e-02,1.12,1.08
-1.68765e-02,1.12,1.16
-1.68762e-02,1.16,1.08
-1.68758e-02,1.12,1.16
-1.68755e-02,1.12,1.08
-1.68752e-02,1.16,1.16
-1.68749e-02,1.12,1.08
-1.68746e-02,1.12,1.16
-1.68742e-02,1.12,1.08
-1.68739e-02,1.12,1.16
-1.68736e-02,1.12,1.08
-1.68733e-02,1.16,1.16
-1.68730e-02,1.12,1.08
-1.68726e-02,1.12,1.16
-1.68723e-02,1.16,1.08
-1.68720e-02,1.12,1.16
-1.68717e-02,1.12,1.08
-1.68714e-02,1.16,1.16
-1.68710e-02,1.12,1.08
-1.68707e-02,1.12,1.16
-1.68704e-02,1.16,1.08
-1.68701e-02,1.12,1.16
-1.68698e-02,1.12,1.08
-1.68694e-02,1.12,1.16
-1.68691e-02,1.12,1.08
-1.68688e-02,1.12,1.16
-1.68685e-02,1.12,1.04
-1.68682e-02,1.12,1.16
-1.68678e-02,1.12,1.08
-1.68675e-02,1.12,1.16
-1.68672e-02,1.12,1.08
-1.68669e-02,1.12,1.16
-1.68666e-02,1.12,1.04
-1.68662e-02,1.12,1.16
-1.68659e-02,1.12,1.04
-1.68656e-02,1.12,1.16
-1.68653e-02,1.12,1.08
-1.68650e-02,1.12,1.16
-1.68646e-02,1.12,1.08
-1.68643e-02,1.12,1.16
-1.68640e-02,1.12,1.08
-1.68637e-02,1.12,1.16
-1.68634e-02,1.12,1.08
-1.68630e-02,1.12,1.16
-1.68627e-02,1.12,1.08
-1.68624e-02,1.12,1.16
-1.68621e-02,1.12,1.08
-1.68618e-02,1.12,1.16
-1.68614e-02,1.12,1.08
-1.68611e-02,1.12,1.16
-1.68608e-02,1.12,1.08
-1.68605e-02,1.08,1.16
-1.68602e-02,1.12,1.08
-1.68598e-02,1.12,1.16
-1.68595e-02,1.12,1.08
-1.68592e-02,1.12,1.16
-1.68589e-02,1.12,1.04
-1.68586e-02,1.12,1.16
-1.68582e-02,1.12,1.04
-1.68579e-02,1.12,1.16
-1.68576e-02,1.08,1.08
-1.68573e-02,1.12,1.16
-1.68570e-02,1.12,1.08
-1.68566e-02,1.12,1.16
-1.68563e-02,1.12,1.08
-1.68560e-02,1.12,1.16
-1.68557e-02,1.12,1.04
-1.68554e-02,1.12,1.16
-1.68550e-02,1.12,1.04
-1.68547e-02,1.12,1.16
-1.68544e-02,1.12,1.04
-1.68541e-02,1.12,1.16
-1.68538e-02,1.12,1.04
-1.68534e-02,1.12,1.16
-1.68531e-02,1.12,1.08
-1.68528e-02,1.12,1.16
-1.68525e-02,1.12,1.04
-1.68522e-02,1.12,1.16
-1.68518e-02,1.16,1.04
-1.68515e-02,1.12,1.16
-1.68512e-02,1.12,1.04
-1.68509e-02,1.12,1.16
-1.68506e-02,1.12,1.04
-1.68502e-02,1.08,1.16
-1.68499e-02,1.08,1.08
-1.68496e-02,1.12,1.16
-1.68493e-02,1.12,1.04
-1.68490e-02,1.12,1.16
-1.68486e-02,1.12,1.04
-1.68483e-02,1.12,1.16
-1.68480e-02,1.12,1.08
-1.68477e-02,1.08,1.16
-1.68474e-02,1.12,1.04
-1.68470e-02,1.12,1.16
-1.68467e-02,1.08,1.04
-1.68464e-02,1.12,1.12
-1.68461e-02,1.08,1.04
-1.68458e-02,1.12,1.16
-1.68454e-02,1.12,1.04
-1.68451e-02,1.08,1.16
-1.68448e-02,1.12,1.04
-1.68445e-02,1.08,1.12
-1.68442e-02,1.12,1.04
-1.68438e-02,1.12,1.16
-1.68435e-02,1.12,1.04
-1.68432e-02,1.12,1.16
-1.68429e-02,1.08,1.04
-1.68426e-02,1.08,1.16
-1.68422e-02,1.12,1.04
-1.68419e-02,1.12,1.16
-1.68416e-02,1.12,1.04
-1.68413e-02,1.08,1.12
-1.68410e-02,1.12,1.04
-1.68406e-02,1.12,1.16
-1.68403e-02,1.12,1.04
-1.68400e-02,1.12,1.16
-1.68397e-02,1.12,1.08
-1.68394e-02,1.12,1.16
-1.68390e-02,1.08,1.04
-1.68387e-02,1.12,1.12
-1.68384e-02,1.12,1.04
-1.68381e-02,1.12,1.16
-1.68378e-02,1.08,1.04
-1.68374e-02,1.12,1.12
-1.68371e-02,1.12,1.04
-1.68368e-02,1.12,1.12
-1.68365e-02,1.08,1.04
-1.68362e-02,1.12,1.12
-1.68358e-02,1.08,1.04
-1.68355e-02,1.08,1.16
-1.68352e-02,1.08,1.04
-1.68349e-02,1.08,1.16
-1.68346e-02,1.12,1.04
-1.68342e-02,1.08,1.16
-1.68339e-02,1.08,1.04
-1.68336e-02,1.12,1.12
-1.68333e-02,1.12,1.04
-1.68330e-02,1.08,1.12
-1.68326e-02,1.12,1.04
-1.68323e-02,1.12,1.12
-1.68320e-02,1.08,1.04
-1.68317e-02,1.12,1.12
-1.68314e-02,1.12,1.04
-1.68310e-02,1.08,1.12
-1.68307e-02,1.12,1.04
-1.68304e-02,1.12,1.12
-1.68301e-02,1.12,1.04
-1.68298e-02,1.08,1.12
-1.68294e-02,1.12,1.04
-1.68291e-02,1.12,1.12
-1.68288e-02,1.08,1.04
-1.68285e-02,1.08,1.12
-1.68282e-02,1.12,1.04
-1.68278e-02,1.12,1.16
-1.68275e-02,1.08,1.04
-1.68272e-02,1.12,1.12
-1.68269e-02,1.12,1.04
-1.68266e-02,1.08,1.12
-1.68262e-02,1.12,1.04
-1.68259e-02,1.12,1.12
-1.68256e-02,1.12,1.04
-1.68253e-02,1.12,1.12
-1.68250e-02,1.08,1.04
-1.68246e-02,1.12,1.16
-1.68243e-02,1.12,1.04
-1.68240e-02,1.08,1.12
-1.68237e-02,1.08,1.04
-1.68234e-02,1.08,1.12
-1.68230e-02,1.08,1.04
-1.68227e-02,1.12,1.12
-1.68224e-02,1.12,1.04
-1.68221e-02,1.12,1.12
-1.68218e-02,1.12,1.04
-1.68214e-02,1.12,1.12
-1.68211e-02,1.08,1.04
-1.68208e-02,1.08,1.12
-1.68205e-02,1.08,1.04
-1.68202e-02,1.08,1.12
-1.68198e-02,1.12,1.04
-1.68195e-02,1.08,1.12
-1.68192e-02,1.08,1.04
-1.68189e-02,1.08,1.12
-1.68186e-02,1.12,1.04
-1.68182e-02,1.12,1.12
-1.68179e-02,1.08,1.04
-1.68176e-02,1.08,1.12
-1.68173e-02,1.08,1.04
-1.68170e-02,1.12,1.12
-1.68166e-02,1.08,1.04
-1.68163e-02,1.08,1.12
-1.68160e-02,1.12,1.04
-1.68157e-02,1.08,1.12
-1.68154e-02,1.08,1.04
-1.68150e-02,1.12,1.12
-1.68147e-02,1.12,1.04
-1.68144e-02,1.12,1.12
-1.68141e-02,1.08,1.04
-1.68138e-02,1.12,1.12
-1.68134e-02,1.08,1.04
-1.68131e-02,1.12,1.12
-1.68128e-02,1.08,1.04
-1.68125e-02,1.08,1.12
-1.68122e-02,1.08,1.04
-1.68118e-02,1.08,1.12
-1.68115e-02,1.08,1.04
-1.68112e-02,1.08,1.12
-1.68109e-02,1.08,1.04
-1.68106e-02,1.08,1.12
-1.68102e-02,1.12,1.04
-1.68099e-02,1.12,1.12
-1.68096e-02,1.08,1.04
-1.68093e-02,1.08,1.12
-1.68090e-02,1.08,1.04
-1.68086e-02,1.08,1.12
-1.68083e-02,1.08,1.04
-1.68080e-02,1.08,1.12
-1.68077e-02,1.12,1.04
-1.68074e-02,1.12,1.12
-1.68070e-02,1.08,1.04
-1.68067e-02,1.08,1.12
-1.68064e-02,1.08,1.04
-1.68061e-02,1.08,1.12
-1.68058e-02,1.08,1.04
-1.68054e-02,1.12,1.12
-1.68051e-02,1.12,1.04
-1.68048e-02,1.12,1.12
-1.68045e-02,1.08,1.04
-1.68042e-02,1.12,1.12
-1.68038e-02,1.08,1.04
-1.68035e-02,1.12,1.12
-1.68032e-02,1.12,1.04
-1.68029e-02,1.08,1.12
-1.68026e-02,1.08,1.04
-1.68022e-02,1.08,1.12
-1.68019e-02,1.08,1.04
-1.68016e-02,1.08,1.12
-1.68013e-02,1.08,1.04
-1.68010e-02,1.08,1.12
-1.68006e-02,1.08,1.04
-1.68003e-02,1.08,1.12
-1.68000e-02,1.08,1.04
-1.67997e-02,1.12,1.12
-1.67994e-02,1.08,1.04
-1.67990e-02,1.08,1.12
-1.67987e-02,1.08,1.04
-1.67984e-02,1.08,1.12
-1.67981e-02,1.12,1.04
-1.67978e-02,1.08,1.12
-1.67974e-02,1.08,1.04
-1.67971e-02,1.08,1.12
-1.67968e-02,1.08,1.04
-1.67965e-02,1.08,1.12
-1.67962e-02,1.08,1.04
-1.67958e-02,1.08,1.12
-1.67955e-02,1.12,1.04
-1.67952e-02,1.08,1.12
-1.67949e-02,1.08,1.04
-1.67946e-02,1.08,1.12
-1.67942e-02,1.08,1.04
-1.67939e-02,1.08,1.12
-1.67936e-02,1.08,1.04
-1.67933e-02,1.08,1.12
-1.67930e-02,1.08,1
-1.67926e-02,1.08,1.12
-1.67923e-02,1.08,1.04
-1.67920e-02,1.08,1.12
-1.67917e-02,1.08,1
-1.67914e-02,1.08,1.12
-1.67910e-02,1.08,1.04
-1.67907e-02,1.08,1.12
-1.67904e-02,1.08,1.04
-1.67901e-02,1.08,1.12
-1.67898e-02,1.08,1.04
-1.67894e-02,1.12,1.12
-1.67891e-02,1.08,1
-1.67888e-02,1.08,1.12
-1.67885e-02,1.08,1.04
-1.67882e-02,1.08,1.12
-1.67878e-02,1.08,1
-1.67875e-02,1.08,1.12
-1.67872e-02,1.08,1
-1.67869e-02,1.08,1.12
-1.67866e-02,1.08,1.04
-1.67862e-02,1.08,1.12
-1.67859e-02,1.08,1.04
-1.67856e-02,1.08,1.12
-1.67853e-02,1.08,1.04
-1.67850e-02,1.08,1.12
-1.67846e-02,1.08,1
-1.67843e-02,1.08,1.12
-1.67840e-02,1.08,1
-1.67837e-02,1.08,1.12
-1.67834e-02,1.08,1.04
-1.67830e-02,1.08,1.12
-1.67827e-02,1.08,1
-1.67824e-02,1.08,1.12
-1.67821e-02,1.08,1.04
-1.67818e-02,1.08,1.12
-1.67814e-02,1.08,1.04
-1.67811e-02,1.08,1.12
-1.67808e-02,1.08,1.04
-1.67805e-02,1.08,1.12
-1.67802e-02,1.04,1
-1.67798e-02,1.08,1.12
-1.67795e-02,1.08,1
-1.67792e-02,1.08,1.12
-1.67789e-02,1.08,1
-1.67786e-02,1.08,1.12
-1.67782e-02,1.08,1.04
-1.67779e-02,1.08,1.12
-1.67776e-02,1.08,1
-1.67773e-02,1.08,1.12
-1.67770e-02,1.08,1
-1.67766e-02,1.08,1.12
-1.67763e-02,1.08,1
-1.67760e-02,1.08,1.12
-1.67757e-02,1.08,1.04
-1.67754e-02,1.08,1.12
-1.67750e-02,1.08,1.04
-1.67747e-02,1.08,1.12
-1.67744e-02,1.12,1
-1.67741e-02,1.12,1.12
-1.67738e-02,1.08,1
-1.67734e-02,1.08,1.12
-1.67731e-02,1.04,1.04
-1.67728e-02,1.08,1.12
-1.67725e-02,1.08,1
-1.67722e-02,1.08,1.12
-1.67718e-02,1.08,1
-1.67715e-02,1.08,1.08
-1.67712e-02,1.04,1
-1.67709e-02,1.04,1.12
-1.67706e-02,1.08,1.04
-1.67702e-02,1.04,1.12
-1.67699e-02,1.08,1
-1.67696e-02,1.04,1.12
-1.67693e-02,1.04,1
-1.67690e-02,1.08,1.12
-1.67686e-02,1.08,1
-1.67683e-02,1.04,1.12
-1.67680e-02,1.08,1
-1.67677e-02,1.08,1.12
-1.67674e-02,1.08,1.04
-1.67670e-02,1.08,1.12
-1.67667e-02,1.08,1
-1.67664e-02,1.04,1.12
-1.67661e-02,1.08,1
-1.67658e-02,1.08,1.12
-1.67654e-02,1.08,1
-1.67651e-02,1.08,1.12
-1.67648e-02,1.04,1
-1.67645e-02,1.08,1.12
-1.67642e-02,1.04,1
-1.67638e-02,1.08,1.12
-1.67635e-02,1.08,1
-1.67632e-02,1.08,1.12
-1.67629e-02,1.04,1
-1.67626e-02,1.08,1.08
-1.67622e-02,1.08,1
-1.67619e-02,1.08,1.12
-1.67616e-02,1.04,1
-1.67613e-02,1.08,1.08
-1.67610e-02,1.08,1
-1.67606e-02,1.08,1.12
-1.67603e-02,1.04,1
-1.67600e-02,1.08,1.08
-1.67597e-02,1.08,1
-1.67594e-02,1.08,1.08
-1.67590e-02,1.08,1
-1.67587e-02,1.08,1.12
-1.67584e-02,1.08,1
-1.67581e-02,1.08,1.12
-1.67578e-02,1.08,1
-1.67574e-02,1.08,1.12
-1.67571e-02,1.04,1
-1.67568e-02,1.04,1.08
-1.67565e-02,1.08,1
-1.67562e-02,1.04,1.12
-1.67558e-02,1.04,1
-1.67555e-02,1.08,1.12
-1.67552e-02,1.08,1
-1.67549e-02,1.08,1.12
-1.67546e-02,1.08,1
-1.67542e-02,1.08,1.08
-1.67539e-02,1.08,1
-1.67536e-02,1.08,1.08
-1.67533e-02,1.08,1
-1.67530e-02,1.08,1.08
-1.67526e-02,1.08,1
-1.67523e-02,1.08,1.08
-1.67520e-02,1.04,1
-1.67517e-02,1.08,1.12
-1.67514e-02,1.08,1
-1.67510e-02,1.04,1.08
-1.67507e-02,1.08,1
-1.67504e-02,1.04,1.08
-1.67501e-02,1.08,1
-1.67498e-02,1.08,1.08
-1.67494e-02,1.08,1
-1.67491e-02,1.08,1.08
-1.67488e-02,1.04,1
-1.67485e-02,1.08,1.08
-1.67482e-02,1.08,1
-1.67478e-02,1.04,1.08
-1.67475e-02,1.04,1
-1.67472e-02,1.04,1.08
-1.67469e-02,1.04,1
-1.67466e-02,1.08,1.08
-1.67462e-02,1.08,1
-1.67459e-02,1.04,1.08
-1.67456e-02,1.08,1
-1.67453e-02,1.08,1.08
-1.67450e-02,1.08,1
-1.67446e-02,1.08,1.08
-1.67443e-02,1.08,1
-1.67440e-02,1.08,1.08
-1.67437e-02,1.04,1
-1.67434e-02,1.08,1.08
-1.67430e-02,1.08,1
-1.67427e-02,1.04,1.08
-1.67424e-02,1.04,1
-1.67421e-02,1.08,1.08
-1.67418e-02,1.04,1
-1.67414e-02,1.08,1.08
-1.67411e-02,1.04,1
